Year,City,Sport,Discipline,Athlete,Location,Gender,Event,Medal
2008,Beijing,Football,Football, Linda bresonik,Germany,Women,Football,Bronze
2008,Beijing,Football,Football, Kerstin garefrekes,Germany,Women,Football,Bronze
2008,Beijing,Football,Football, Ariane hingst,Germany,Women,Football,Bronze
2008,Beijing,Football,Football, Ursula holl,Germany,Women,Football,Bronze
2008,Beijing,Football,Football, Annike krahn,Germany,Women,Football,Bronze
2008,Beijing,Football,Football, Simone laudehr,Germany,Women,Football,Bronze
2008,Beijing,Football,Football, Renate lingor,Germany,Women,Football,Bronze
2008,Beijing,Football,Football, Anja mittag,Germany,Women,Football,Bronze
2008,Beijing,Football,Football, Celia okoyino da mbabi,Germany,Women,Football,Bronze
2008,Beijing,Football,Football, Babett peter,Germany,Women,Football,Bronze
2008,Beijing,Football,Football, Conny pohlers,Germany,Women,Football,Bronze
2008,Beijing,Football,Football, Birgit prinz,Germany,Women,Football,Bronze
2008,Beijing,Football,Football, Sandra smisek,Germany,Women,Football,Bronze
2008,Beijing,Football,Football, Kerstin stegemann,Germany,Women,Football,Bronze
2008,Beijing,Football,Football, Nicole barnhart,USA,Women,Football,Gold
2008,Beijing,Football,Football, Shannon boxx,USA,Women,Football,Gold
2008,Beijing,Football,Football, Rachel buehler,USA,Women,Football,Gold
2008,Beijing,Football,Football, Lori chalupny,USA,Women,Football,Gold
2008,Beijing,Football,Football, Lauren cheney,USA,Women,Football,Gold
2008,Beijing,Football,Football, Stephanie cox,USA,Women,Football,Gold
2008,Beijing,Football,Football, Tobin heath,USA,Women,Football,Gold
2008,Beijing,Football,Football, Angela hucles,USA,Women,Football,Gold
2008,Beijing,Football,Football, Natasha kai,USA,Women,Football,Gold
2008,Beijing,Football,Football, Carli lloyd,USA,Women,Football,Gold
2008,Beijing,Football,Football, Kate markgraf,USA,Women,Football,Gold
2008,Beijing,Football,Football, Heather mitts,USA,Women,Football,Gold
2008,Beijing,Football,Football, Heather o reilly,USA,Women,Football,Gold
2008,Beijing,Football,Football, Christie rampone,USA,Women,Football,Gold
2008,Beijing,Football,Football, Amy rodriguez,USA,Women,Football,Gold
2008,Beijing,Football,Football, Hope solo,USA,Women,Football,Gold
2008,Beijing,Football,Football, Lindsay tarpley,USA,Women,Football,Gold
2008,Beijing,Football,Football, Aly wagner,USA,Women,Football,Gold
2008,Beijing,Football,Football,andreia,Brazil,Women,Football,Silver
2008,Beijing,Football,Football,andreia rosa,Brazil,Women,Football,Silver
2008,Beijing,Football,Football,barbara,Brazil,Women,Football,Silver
2008,Beijing,Football,Football,cristiane,Brazil,Women,Football,Silver
2008,Beijing,Football,Football,daniela,Brazil,Women,Football,Silver
2008,Beijing,Football,Football,erika,Brazil,Women,Football,Silver
2008,Beijing,Football,Football,ester,Brazil,Women,Football,Silver
2008,Beijing,Football,Football,fabiana,Brazil,Women,Football,Silver
2008,Beijing,Football,Football,formiga,Brazil,Women,Football,Silver
2008,Beijing,Football,Football,francielle,Brazil,Women,Football,Silver
2008,Beijing,Football,Football,marta,Brazil,Women,Football,Silver
2008,Beijing,Football,Football,maurine,Brazil,Women,Football,Silver
2008,Beijing,Football,Football,maycon,Brazil,Women,Football,Silver
2008,Beijing,Football,Football,pretinha,Brazil,Women,Football,Silver
2008,Beijing,Football,Football,renata costa,Brazil,Women,Football,Silver
2008,Beijing,Football,Football,rosana,Brazil,Women,Football,Silver
2008,Beijing,Football,Football,simone,Brazil,Women,Football,Silver
2008,Beijing,Football,Football,tania,Brazil,Women,Football,Silver
2008,Beijing,Gymnastics,Artistic G., Fei cheng,China,Women,Balance Beam,Bronze
2008,Beijing,Gymnastics,Artistic G., Shawn johnson,USA,Women,Balance Beam,Gold
2008,Beijing,Gymnastics,Artistic G., Nastia liukin,USA,Women,Balance Beam,Silver
2008,Beijing,Gymnastics,Artistic G., Nastia liukin,USA,Women,Floor Exercises,Bronze
2008,Beijing,Gymnastics,Artistic G., Sandra izbasa,Romania,Women,Floor Exercises,Gold
2008,Beijing,Gymnastics,Artistic G., Shawn johnson,USA,Women,Floor Exercises,Silver
2008,Beijing,Gymnastics,Artistic G., Yilin yang,China,Women,Individual All-Round,Bronze
2008,Beijing,Gymnastics,Artistic G., Nastia liukin,USA,Women,Individual All-Round,Gold
2008,Beijing,Gymnastics,Artistic G., Shawn johnson,USA,Women,Individual All-Round,Silver
2008,Beijing,Gymnastics,Artistic G., Andreea acatrinei,Romania,Women,Team Competition,Bronze
2008,Beijing,Gymnastics,Artistic G., Gabriela dragoi,Romania,Women,Team Competition,Bronze
2008,Beijing,Gymnastics,Artistic G., Andreea grigore,Romania,Women,Team Competition,Bronze
2008,Beijing,Gymnastics,Artistic G., Sandra izbasa,Romania,Women,Team Competition,Bronze
2008,Beijing,Gymnastics,Artistic G., Steliana nistor,Romania,Women,Team Competition,Bronze
2008,Beijing,Gymnastics,Artistic G., Anamaria tamirjan,Romania,Women,Team Competition,Bronze
2008,Beijing,Gymnastics,Artistic G., Fei cheng,China,Women,Team Competition,Gold
2008,Beijing,Gymnastics,Artistic G., Linlin deng,China,Women,Team Competition,Gold
2008,Beijing,Gymnastics,Artistic G., Kexin he,China,Women,Team Competition,Gold
2008,Beijing,Gymnastics,Artistic G., Yuyuan jiang,China,Women,Team Competition,Gold
2008,Beijing,Gymnastics,Artistic G., Shanshan li,China,Women,Team Competition,Gold
2008,Beijing,Gymnastics,Artistic G., Yilin yang,China,Women,Team Competition,Gold
2008,Beijing,Gymnastics,Artistic G., Shawn johnson,USA,Women,Team Competition,Silver
2008,Beijing,Gymnastics,Artistic G., Nastia liukin,USA,Women,Team Competition,Silver
2008,Beijing,Gymnastics,Artistic G., Chellsie memmel,USA,Women,Team Competition,Silver
2008,Beijing,Gymnastics,Artistic G., Samantha peszek,USA,Women,Team Competition,Silver
2008,Beijing,Gymnastics,Artistic G., Alicia sacramone,USA,Women,Team Competition,Silver
2008,Beijing,Gymnastics,Artistic G., Bridget sloan,USA,Women,Team Competition,Silver
2008,Beijing,Gymnastics,Artistic G., Yilin yang,China,Women,Uneven Bars,Bronze
2008,Beijing,Gymnastics,Artistic G., Kexin he,China,Women,Uneven Bars,Gold
2008,Beijing,Gymnastics,Artistic G., Nastia liukin,USA,Women,Uneven Bars,Silver
2008,Beijing,Gymnastics,Artistic G., Fei cheng,China,Women,Vault,Bronze
2008,Beijing,Gymnastics,Artistic G., Un Jong hong,North Korea,Women,Vault,Gold
2008,Beijing,Gymnastics,Artistic G., Oxana. chusovitina,Germany,Women,Vault,Silver
2008,Beijing,Gymnastics,Rhythmic G., Olesya babushkina,Belarus,Women,Group Competition,Bronze
2008,Beijing,Gymnastics,Rhythmic G., Anastasia ivankova,Belarus,Women,Group Competition,Bronze
2008,Beijing,Gymnastics,Rhythmic G., Zinaida lunina,Belarus,Women,Group Competition,Bronze
2008,Beijing,Gymnastics,Rhythmic G., Glafira martinovich,Belarus,Women,Group Competition,Bronze
2008,Beijing,Gymnastics,Rhythmic G., Ksenia sankovich,Belarus,Women,Group Competition,Bronze
2008,Beijing,Gymnastics,Rhythmic G., Alina tumilovich,Belarus,Women,Group Competition,Bronze
2008,Beijing,Gymnastics,Rhythmic G., Margarita aliychuk,Russia,Women,Group Competition,Gold
2008,Beijing,Gymnastics,Rhythmic G., Anna gavrilenko,Russia,Women,Group Competition,Gold
2008,Beijing,Gymnastics,Rhythmic G., Tatiana gorbunova,Russia,Women,Group Competition,Gold
2008,Beijing,Gymnastics,Rhythmic G., Elena posevina,Russia,Women,Group Competition,Gold
2008,Beijing,Gymnastics,Rhythmic G., Daria shkurikhina,Russia,Women,Group Competition,Gold
2008,Beijing,Gymnastics,Rhythmic G., Natalia zueva,Russia,Women,Group Competition,Gold
2008,Beijing,Gymnastics,Rhythmic G., Tongtong cai,China,Women,Group Competition,Silver
2008,Beijing,Gymnastics,Rhythmic G., Tao chou,China,Women,Group Competition,Silver
2008,Beijing,Gymnastics,Rhythmic G., Yuanyang lu,China,Women,Group Competition,Silver
2008,Beijing,Gymnastics,Rhythmic G., Jianshuang sui,China,Women,Group Competition,Silver
2008,Beijing,Gymnastics,Rhythmic G., Dan sun,China,Women,Group Competition,Silver
2008,Beijing,Gymnastics,Rhythmic G., Shuo zhang,China,Women,Group Competition,Silver
2008,Beijing,Gymnastics,Rhythmic G., Anna bessonova,Ukraine,Women,Individual All-Round,Bronze
2008,Beijing,Gymnastics,Rhythmic G., Evgeniya kanaeva,Russia,Women,Individual All-Round,Gold
2008,Beijing,Gymnastics,Rhythmic G., Inna zhukova,Belarus,Women,Individual All-Round,Silver
2008,Beijing,Gymnastics,Trampoline, Ekaterina khilko,Uzbekistan,Women,Individual,Bronze
2008,Beijing,Gymnastics,Trampoline, Wenna he,China,Women,Individual,Gold
2008,Beijing,Gymnastics,Trampoline, Karen cockburn,Canada,Women,Individual,Silver
2008,Beijing,Handball,Handball, Junghwa an,South Korea,Women,Handball,Bronze
2008,Beijing,Handball,Handball, Minhee bae,South Korea,Women,Handball,Bronze
2008,Beijing,Handball,Handball, Imjeong choi,South Korea,Women,Handball,Bronze
2008,Beijing,Handball,Handball, Jeong-Ho hong,South Korea,Women,Handball,Bronze
2008,Beijing,Handball,Handball, Soonyoung huh,South Korea,Women,Handball,Bronze
2008,Beijing,Handball,Handball, Chayoun kim,South Korea,Women,Handball,Bronze
2008,Beijing,Handball,Handball, Namsun kim,South Korea,Women,Handball,Bronze
2008,Beijing,Handball,Handball, Ona kim,South Korea,Women,Handball,Bronze
2008,Beijing,Handball,Handball, Minhee lee,South Korea,Women,Handball,Bronze
2008,Beijing,Handball,Handball, Pilhee moon,South Korea,Women,Handball,Bronze
2008,Beijing,Handball,Handball, Seongok oh,South Korea,Women,Handball,Bronze
2008,Beijing,Handball,Handball, Yong Ran oh,South Korea,Women,Handball,Bronze
2008,Beijing,Handball,Handball, Chunghee park,South Korea,Women,Handball,Bronze
2008,Beijing,Handball,Handball, Hairim song,South Korea,Women,Handball,Bronze
2008,Beijing,Handball,Handball, Ragnhild aamodt,Norway,Women,Handball,Gold
2008,Beijing,Handball,Handball, Karoline Dyhre breivang,Norway,Women,Handball,Gold
2008,Beijing,Handball,Handball, Marit Malm frafjord,Norway,Women,Handball,Gold
2008,Beijing,Handball,Handball, Kari Aalvik grimsboe,Norway,Women,Handball,Gold
2008,Beijing,Handball,Handball, Gro hammerseng,Norway,Women,Handball,Gold
2008,Beijing,Handball,Handball, Katrine Lunde haraldsen,Norway,Women,Handball,Gold
2008,Beijing,Handball,Handball, Kari Mette johansen,Norway,Women,Handball,Gold
2008,Beijing,Handball,Handball, Tonje larsen,Norway,Women,Handball,Gold
2008,Beijing,Handball,Handball, Kristine lunde,Norway,Women,Handball,Gold
2008,Beijing,Handball,Handball, Else Marthe Soerlie lybekk,Norway,Women,Handball,Gold
2008,Beijing,Handball,Handball, Tonje noestvold,Norway,Women,Handball,Gold
2008,Beijing,Handball,Handball, Katja nyberg,Norway,Women,Handball,Gold
2008,Beijing,Handball,Handball, Linn-Kristin riegelhuth,Norway,Women,Handball,Gold
2008,Beijing,Handball,Handball, Goeril snorroeggen,Norway,Women,Handball,Gold
2008,Beijing,Handball,Handball, Ekaterina andryushina,Russia,Women,Handball,Silver
2008,Beijing,Handball,Handball, Irina bliznova,Russia,Women,Handball,Silver
2008,Beijing,Handball,Handball, Elena dmitrieva,Russia,Women,Handball,Silver
2008,Beijing,Handball,Handball, Anna kareeva,Russia,Women,Handball,Silver
2008,Beijing,Handball,Handball, Ekaterina marennikova,Russia,Women,Handball,Silver
2008,Beijing,Handball,Handball, Elena polenova,Russia,Women,Handball,Silver
2008,Beijing,Handball,Handball, Irina poltoratskaya,Russia,Women,Handball,Silver
2008,Beijing,Handball,Handball, Liudmila postnova,Russia,Women,Handball,Silver
2008,Beijing,Handball,Handball, Oxana romenskaya,Russia,Women,Handball,Silver
2008,Beijing,Handball,Handball, Natalia shipilova,Russia,Women,Handball,Silver
2008,Beijing,Handball,Handball, Maria sidorova,Russia,Women,Handball,Silver
2008,Beijing,Handball,Handball, Inna suslina,Russia,Women,Handball,Silver
2008,Beijing,Handball,Handball, Emiliya turey,Russia,Women,Handball,Silver
2008,Beijing,Handball,Handball, Yana uskova,Russia,Women,Handball,Silver
2008,Beijing,Hockey,Hockey, Magdalena aicega,Argentina,Women,Hockey,Bronze
2008,Beijing,Hockey,Hockey, Luciana aymar,Argentina,Women,Hockey,Bronze
2008,Beijing,Hockey,Hockey, Noel barrionuevo,Argentina,Women,Hockey,Bronze
2008,Beijing,Hockey,Hockey, Claudia burkart,Argentina,Women,Hockey,Bronze
2008,Beijing,Hockey,Hockey, Agustina garcia,Argentina,Women,Hockey,Bronze
2008,Beijing,Hockey,Hockey, Mariana gonzalez oliva,Argentina,Women,Hockey,Bronze
2008,Beijing,Hockey,Hockey, Alejandra gulla,Argentina,Women,Hockey,Bronze
2008,Beijing,Hockey,Hockey, Maria de la Paz hernandez,Argentina,Women,Hockey,Bronze
2008,Beijing,Hockey,Hockey, Giselle kanevsky,Argentina,Women,Hockey,Bronze
2008,Beijing,Hockey,Hockey, Rosario luchetti,Argentina,Women,Hockey,Bronze
2008,Beijing,Hockey,Hockey, Mercedes margalot,Argentina,Women,Hockey,Bronze
2008,Beijing,Hockey,Hockey, Carla rebecchi,Argentina,Women,Hockey,Bronze
2008,Beijing,Hockey,Hockey, Mariana rossi,Argentina,Women,Hockey,Bronze
2008,Beijing,Hockey,Hockey, Marine russo,Argentina,Women,Hockey,Bronze
2008,Beijing,Hockey,Hockey, Belen succi,Argentina,Women,Hockey,Bronze
2008,Beijing,Hockey,Hockey, Paola vukojicic,Argentina,Women,Hockey,Bronze
2008,Beijing,Hockey,Hockey, Marilyn agliotti,Netherlands,Women,Hockey,Gold
2008,Beijing,Hockey,Hockey, Minke booij,Netherlands,Women,Hockey,Gold
2008,Beijing,Hockey,Hockey, Eva de goede,Netherlands,Women,Hockey,Gold
2008,Beijing,Hockey,Hockey, Lisanne de roever,Netherlands,Women,Hockey,Gold
2008,Beijing,Hockey,Hockey, Wieke dijkstra,Netherlands,Women,Hockey,Gold
2008,Beijing,Hockey,Hockey, Maartje goderie,Netherlands,Women,Hockey,Gold
2008,Beijing,Hockey,Hockey, Ellen hoog,Netherlands,Women,Hockey,Gold
2008,Beijing,Hockey,Hockey, Fatima moreira de melo,Netherlands,Women,Hockey,Gold
2008,Beijing,Hockey,Hockey, Eefke mulder,Netherlands,Women,Hockey,Gold
2008,Beijing,Hockey,Hockey, Maartje paumen,Netherlands,Women,Hockey,Gold
2008,Beijing,Hockey,Hockey, Sophie polkamp,Netherlands,Women,Hockey,Gold
2008,Beijing,Hockey,Hockey, Janneke schopman,Netherlands,Women,Hockey,Gold
2008,Beijing,Hockey,Hockey, Minke smabers,Netherlands,Women,Hockey,Gold
2008,Beijing,Hockey,Hockey, Naomi van as,Netherlands,Women,Hockey,Gold
2008,Beijing,Hockey,Hockey, Miek van geenhuizen,Netherlands,Women,Hockey,Gold
2008,Beijing,Hockey,Hockey, Lidewij welten,Netherlands,Women,Hockey,Gold
2008,Beijing,Hockey,Hockey, Qiuqi chen,China,Women,Hockey,Silver
2008,Beijing,Hockey,Hockey, Zhaoxia chen,China,Women,Hockey,Silver
2008,Beijing,Hockey,Hockey, Hui cheng,China,Women,Hockey,Silver
2008,Beijing,Hockey,Hockey, Baorong fu,China,Women,Hockey,Silver
2008,Beijing,Hockey,Hockey, Lihua gao,China,Women,Hockey,Silver
2008,Beijing,Hockey,Hockey, Junxia huang,China,Women,Hockey,Silver
2008,Beijing,Hockey,Hockey, Hongxia li,China,Women,Hockey,Silver
2008,Beijing,Hockey,Hockey, Shuang li,China,Women,Hockey,Silver
2008,Beijing,Hockey,Hockey, Yibo ma,China,Women,Hockey,Silver
2008,Beijing,Hockey,Hockey, Fengzhen pan,China,Women,Hockey,Silver
2008,Beijing,Hockey,Hockey, Ye ren,China,Women,Hockey,Silver
2008,Beijing,Hockey,Hockey, Qingling song,China,Women,Hockey,Silver
2008,Beijing,Hockey,Hockey, Chunling tang,China,Women,Hockey,Silver
2008,Beijing,Hockey,Hockey, Yimeng zhang,China,Women,Hockey,Silver
2008,Beijing,Hockey,Hockey, Yudiao zhao,China,Women,Hockey,Silver
2008,Beijing,Hockey,Hockey, Wanfeng zhou,China,Women,Hockey,Silver
2008,Beijing,Judo,Judo, Paula Belen pareto,Argentina,Women,- 48 KG,Bronze
2008,Beijing,Judo,Judo, Ryoko tani,Japan,Women,- 48 KG,Bronze
2008,Beijing,Judo,Judo, Alina Alexandra dumitru,Romania,Women,- 48 KG,Gold
2008,Beijing,Judo,Judo, Yanet bermoy,Cuba,Women,- 48 KG,Silver
2008,Beijing,Judo,Judo, Idalys ortiz,Cuba,Women,+ 78KG (Heavyweight),Bronze
2008,Beijing,Judo,Judo, Lucija polavder,Slovenia,Women,+ 78KG (Heavyweight),Bronze
2008,Beijing,Judo,Judo, Wen tong,China,Women,+ 78KG (Heavyweight),Gold
2008,Beijing,Judo,Judo, Maki tsukada,Japan,Women,+ 78KG (Heavyweight),Silver
2008,Beijing,Judo,Judo, Soraya haddad,Algeria,Women,48 - 52KG (Half-Lightweight),Bronze
2008,Beijing,Judo,Judo, Misato nakamura,Japan,Women,48 - 52KG (Half-Lightweight),Bronze
2008,Beijing,Judo,Judo, Dongmei xian,China,Women,48 - 52KG (Half-Lightweight),Gold
2008,Beijing,Judo,Judo, Kum Ae an,North Korea,Women,48 - 52KG (Half-Lightweight),Silver
2008,Beijing,Judo,Judo, Ketleyn quadros,Brazil,Women,52 - 57KG (Lightweight),Bronze
2008,Beijing,Judo,Judo, Yan xu,China,Women,52 - 57KG (Lightweight),Bronze
2008,Beijing,Judo,Judo, Giulia quintavalle,Italy,Women,52 - 57KG (Lightweight),Gold
2008,Beijing,Judo,Judo, Deborah gravenstijn,Netherlands,Women,52 - 57KG (Lightweight),Silver
2008,Beijing,Judo,Judo, Elisabeth willeboordse,Netherlands,Women,57 - 63KG (Half-Middleweight),Bronze
2008,Beijing,Judo,Judo, Ok Im won,North Korea,Women,57 - 63KG (Half-Middleweight),Bronze
2008,Beijing,Judo,Judo, Ayumi tanimoto,Japan,Women,57 - 63KG (Half-Middleweight),Gold
2008,Beijing,Judo,Judo, Lucie decosse,France,Women,57 - 63KG (Half-Middleweight),Silver
2008,Beijing,Judo,Judo, Edith bosch,Netherlands,Women,63 - 70KG (Middleweight),Bronze
2008,Beijing,Judo,Judo, Ronda rousey,USA,Women,63 - 70KG (Middleweight),Bronze
2008,Beijing,Judo,Judo, Masae ueno,Japan,Women,63 - 70KG (Middleweight),Gold
2008,Beijing,Judo,Judo, Anaysi hernandez,Cuba,Women,63 - 70KG (Middleweight),Silver
2008,Beijing,Judo,Judo, Gyeongmi jeong,South Korea,Women,70 - 78KG (Half-Heavyweight),Bronze
2008,Beijing,Judo,Judo, Stephanie possamai,France,Women,70 - 78KG (Half-Heavyweight),Bronze
2008,Beijing,Judo,Judo, Xiuli yang,China,Women,70 - 78KG (Half-Heavyweight),Gold
2008,Beijing,Judo,Judo, Yalennis castillo,Cuba,Women,70 - 78KG (Half-Heavyweight),Silver
2008,Beijing,Modern Pentathlon,Modern Pentath., Victoria tereshuk,Ukraine,Women,Individual Competition,Bronze
2008,Beijing,Modern Pentathlon,Modern Pentath., Lena schoneborn,Germany,Women,Individual Competition,Gold
2008,Beijing,Modern Pentathlon,Modern Pentath., Heather fell,UK,Women,Individual Competition,Silver
2008,Beijing,Rowing,Rowing, Anna bebington,UK,Women,Double Sculls (2X),Bronze
2008,Beijing,Rowing,Rowing, Elise laverick,UK,Women,Double Sculls (2X),Bronze
2008,Beijing,Rowing,Rowing, Caroline evers-swindell,New Zealand,Women,Double Sculls (2X),Gold
2008,Beijing,Rowing,Rowing, Georgina evers-swindell,New Zealand,Women,Double Sculls (2X),Gold
2008,Beijing,Rowing,Rowing, Christiane huth,Germany,Women,Double Sculls (2X),Silver
2008,Beijing,Rowing,Rowing, Annekatrin thiele,Germany,Women,Double Sculls (2X),Silver
2008,Beijing,Rowing,Rowing, Georgeta andrunache,Romania,Women,Eight With Coxswain (8+),Bronze
2008,Beijing,Rowing,Rowing, Eniko barabas,Romania,Women,Eight With Coxswain (8+),Bronze
2008,Beijing,Rowing,Rowing, Constanta burcica,Romania,Women,Eight With Coxswain (8+),Bronze
2008,Beijing,Rowing,Rowing, Elena georgescu,Romania,Women,Eight With Coxswain (8+),Bronze
2008,Beijing,Rowing,Rowing, Doina ignat,Romania,Women,Eight With Coxswain (8+),Bronze
2008,Beijing,Rowing,Rowing, Simona Dumitrita musat,Romania,Women,Eight With Coxswain (8+),Bronze
2008,Beijing,Rowing,Rowing, Ioana Cristina papuc,Romania,Women,Eight With Coxswain (8+),Bronze
2008,Beijing,Rowing,Rowing, Rodica Maria serban,Romania,Women,Eight With Coxswain (8+),Bronze
2008,Beijing,Rowing,Rowing, Viorica susanu,Romania,Women,Eight With Coxswain (8+),Bronze
2008,Beijing,Rowing,Rowing, Erin cafaro,USA,Women,Eight With Coxswain (8+),Gold
2008,Beijing,Rowing,Rowing, Anne cummins,USA,Women,Eight With Coxswain (8+),Gold
2008,Beijing,Rowing,Rowing, Caryn davies,USA,Women,Eight With Coxswain (8+),Gold
2008,Beijing,Rowing,Rowing, Susan francia,USA,Women,Eight With Coxswain (8+),Gold
2008,Beijing,Rowing,Rowing, Anna goodale,USA,Women,Eight With Coxswain (8+),Gold
2008,Beijing,Rowing,Rowing, Caroline lind,USA,Women,Eight With Coxswain (8+),Gold
2008,Beijing,Rowing,Rowing, Elle logan,USA,Women,Eight With Coxswain (8+),Gold
2008,Beijing,Rowing,Rowing, Lindsay shoop,USA,Women,Eight With Coxswain (8+),Gold
2008,Beijing,Rowing,Rowing, Mary whipple,USA,Women,Eight With Coxswain (8+),Gold
2008,Beijing,Rowing,Rowing, Annemiek de haan,Netherlands,Women,Eight With Coxswain (8+),Silver
2008,Beijing,Rowing,Rowing, Femke dekker,Netherlands,Women,Eight With Coxswain (8+),Silver
2008,Beijing,Rowing,Rowing, Nienke kingma,Netherlands,Women,Eight With Coxswain (8+),Silver
2008,Beijing,Rowing,Rowing, Roline repelaer van driel,Netherlands,Women,Eight With Coxswain (8+),Silver
2008,Beijing,Rowing,Rowing, Sarah siegelaar,Netherlands,Women,Eight With Coxswain (8+),Silver
2008,Beijing,Rowing,Rowing, Marlies smulders,Netherlands,Women,Eight With Coxswain (8+),Silver
2008,Beijing,Rowing,Rowing, Helen tanger,Netherlands,Women,Eight With Coxswain (8+),Silver
2008,Beijing,Rowing,Rowing, Annemarieke van rumpt,Netherlands,Women,Eight With Coxswain (8+),Silver
2008,Beijing,Rowing,Rowing, Ester workel,Netherlands,Women,Eight With Coxswain (8+),Silver
2008,Beijing,Rowing,Rowing, Tracy cameron,Canada,Women,Lightweight Double Sculls (2X),Bronze
2008,Beijing,Rowing,Rowing, Melanie kok,Canada,Women,Lightweight Double Sculls (2X),Bronze
2008,Beijing,Rowing,Rowing, Kirsten van der kolk,Netherlands,Women,Lightweight Double Sculls (2X),Gold
2008,Beijing,Rowing,Rowing, Marit van eupen,Netherlands,Women,Lightweight Double Sculls (2X),Gold
2008,Beijing,Rowing,Rowing, Minna nieminen,Finland,Women,Lightweight Double Sculls (2X),Silver
2008,Beijing,Rowing,Rowing, Sanna sten,Finland,Women,Lightweight Double Sculls (2X),Silver
2008,Beijing,Rowing,Rowing, Yuliya bichyk,Belarus,Women,Pair Without Coxswain (2-),Bronze
2008,Beijing,Rowing,Rowing, Natallia helakh,Belarus,Women,Pair Without Coxswain (2-),Bronze
2008,Beijing,Rowing,Rowing, Georgeta andrunache,Romania,Women,Pair Without Coxswain (2-),Gold
2008,Beijing,Rowing,Rowing, Viorica susanu,Romania,Women,Pair Without Coxswain (2-),Gold
2008,Beijing,Rowing,Rowing, Yulan gao,China,Women,Pair Without Coxswain (2-),Silver
2008,Beijing,Rowing,Rowing, You wu,China,Women,Pair Without Coxswain (2-),Silver
2008,Beijing,Rowing,Rowing, Kathrin boron,Germany,Women,Quadruple Sculls Without Coxswain (4X),Bronze
2008,Beijing,Rowing,Rowing, Manuela lutze,Germany,Women,Quadruple Sculls Without Coxswain (4X),Bronze
2008,Beijing,Rowing,Rowing, Britta oppelt,Germany,Women,Quadruple Sculls Without Coxswain (4X),Bronze
2008,Beijing,Rowing,Rowing, Stephanie schiller,Germany,Women,Quadruple Sculls Without Coxswain (4X),Bronze
2008,Beijing,Rowing,Rowing, Ziwei jin,China,Women,Quadruple Sculls Without Coxswain (4X),Gold
2008,Beijing,Rowing,Rowing, Bin tang,China,Women,Quadruple Sculls Without Coxswain (4X),Gold
2008,Beijing,Rowing,Rowing, Aihua xi,China,Women,Quadruple Sculls Without Coxswain (4X),Gold
2008,Beijing,Rowing,Rowing, Yangyang zhang,China,Women,Quadruple Sculls Without Coxswain (4X),Gold
2008,Beijing,Rowing,Rowing, Debbie flood,UK,Women,Quadruple Sculls Without Coxswain (4X),Silver
2008,Beijing,Rowing,Rowing, Katherine grainger,UK,Women,Quadruple Sculls Without Coxswain (4X),Silver
2008,Beijing,Rowing,Rowing, Frances houghton,UK,Women,Quadruple Sculls Without Coxswain (4X),Silver
2008,Beijing,Rowing,Rowing, Annie vernon,UK,Women,Quadruple Sculls Without Coxswain (4X),Silver
2008,Beijing,Rowing,Rowing, Ekaterina karsten,Belarus,Women,Single Sculls (1X),Bronze
2008,Beijing,Rowing,Rowing, Rumyana neykova,Bulgaria,Women,Single Sculls (1X),Gold
2008,Beijing,Rowing,Rowing, Michelle guerette,USA,Women,Single Sculls (1X),Silver
2008,Beijing,Sailing,Sailing, Fernanda oliveira,Brazil,Women,470 - Two Person Dinghy,Bronze
2008,Beijing,Sailing,Sailing, Isabel swan,Brazil,Women,470 - Two Person Dinghy,Bronze
2008,Beijing,Sailing,Sailing, Tessa parkinson,Australia,Women,470 - Two Person Dinghy,Gold
2008,Beijing,Sailing,Sailing, Elise rechichi,Australia,Women,470 - Two Person Dinghy,Gold
2008,Beijing,Sailing,Sailing, Lobke berkhout,Netherlands,Women,470 - Two Person Dinghy,Silver
2008,Beijing,Sailing,Sailing, Marcelien de koning,Netherlands,Women,470 - Two Person Dinghy,Silver
2008,Beijing,Sailing,Sailing, Lijia xu,China,Women,Laser Radial - One Person Dinghy,Bronze
2008,Beijing,Sailing,Sailing, Anna tunnicliffe,USA,Women,Laser Radial - One Person Dinghy,Gold
2008,Beijing,Sailing,Sailing, Gintare volungeviciute,Lithuania,Women,Laser Radial - One Person Dinghy,Silver
2008,Beijing,Sailing,Sailing, Bryony shaw,UK,Women,Rs:X - Windsurfer,Bronze
2008,Beijing,Sailing,Sailing, Jian yin,China,Women,Rs:X - Windsurfer,Gold
2008,Beijing,Sailing,Sailing, Alessandra sensini,Italy,Women,Rs:X - Windsurfer,Silver
2008,Beijing,Sailing,Sailing, Sofia bekatorou,Greece,Women,Yngling - Keelboat,Bronze
2008,Beijing,Sailing,Sailing, Virginia kravarioti,Greece,Women,Yngling - Keelboat,Bronze
2008,Beijing,Sailing,Sailing, Sofia papadopoulou,Greece,Women,Yngling - Keelboat,Bronze
2008,Beijing,Sailing,Sailing, Sarah ayton,UK,Women,Yngling - Keelboat,Gold
2008,Beijing,Sailing,Sailing, Sarah webb,UK,Women,Yngling - Keelboat,Gold
2008,Beijing,Sailing,Sailing, Pippa wilson,UK,Women,Yngling - Keelboat,Gold
2008,Beijing,Sailing,Sailing, Annemieke bes,Netherlands,Women,Yngling - Keelboat,Silver
2008,Beijing,Sailing,Sailing, Mandy mulder,Netherlands,Women,Yngling - Keelboat,Silver
