Year,City,Sport,Discipline,Athlete,Location,Gender,Event,Medal
1924,Chamonix,Skating,Figure skating, Ethel muckelt,UK,Women,Individual,Bronze
1924,Chamonix,Skating,Figure skating, Herma szabo-plank,Austria,Women,Individual,Gold
1924,Chamonix,Skating,Figure skating, Beatrix loughran,USA,Women,Individual,Silver
1924,Chamonix,Skating,Figure skating, Andrée brunet,France,Women,Pairs,Bronze
1924,Chamonix,Skating,Figure skating, Helene engelmann,Austria,Women,Pairs,Gold
1924,Chamonix,Skating,Figure skating, Ludowika jakobsson,Finland,Women,Pairs,Silver
1928,St.Moritz,Skating,Figure skating, Beatrix loughran,USA,Women,Individual,Bronze
1928,St.Moritz,Skating,Figure skating, Sonja henie,Norway,Women,Individual,Gold
1928,St.Moritz,Skating,Figure skating, Fritzi burger,Austria,Women,Individual,Silver
1928,St.Moritz,Skating,Figure skating, Melitta brunner,Austria,Women,Pairs,Bronze
1928,St.Moritz,Skating,Figure skating, Andrée brunet,France,Women,Pairs,Gold
1928,St.Moritz,Skating,Figure skating, Lilly scholz,Austria,Women,Pairs,Silver
1932,Lake Placid,Skating,Figure skating, Maribel vinson,USA,Women,Individual,Bronze
1932,Lake Placid,Skating,Figure skating, Sonja henie,Norway,Women,Individual,Gold
1932,Lake Placid,Skating,Figure skating, Fritzi burger,Austria,Women,Individual,Silver
1932,Lake Placid,Skating,Figure skating, Emilia rotter,Hungary,Women,Pairs,Bronze
1932,Lake Placid,Skating,Figure skating, Andrée brunet,France,Women,Pairs,Gold
1932,Lake Placid,Skating,Figure skating, Beatrix loughran,USA,Women,Pairs,Silver
1936,Garmisch Partenkirchen,Skating,Figure skating, Vivi-Anne hulten,Sweden,Women,Individual,Bronze
1936,Garmisch Partenkirchen,Skating,Figure skating, Sonja henie,Norway,Women,Individual,Gold
1936,Garmisch Partenkirchen,Skating,Figure skating, Cecilia colledge,UK,Women,Individual,Silver
1936,Garmisch Partenkirchen,Skating,Figure skating, Emilia rotter,Hungary,Women,Pairs,Bronze
1936,Garmisch Partenkirchen,Skating,Figure skating, Maxi herber,Germany,Women,Pairs,Gold
1936,Garmisch Partenkirchen,Skating,Figure skating, Ilse pausin,Austria,Women,Pairs,Silver
1936,Garmisch Partenkirchen,Skiing,Alpine Skiing, Laila schou-nilsen,Norway,Women,Alpine Combined,Bronze
1936,Garmisch Partenkirchen,Skiing,Alpine Skiing, Christel cranz,Germany,Women,Alpine Combined,Gold
1936,Garmisch Partenkirchen,Skiing,Alpine Skiing, Käthe grasegger,Germany,Women,Alpine Combined,Silver
1948,St.Moritz,Skating,Figure skating, Jeannette altwegg,UK,Women,Individual,Bronze
1948,St.Moritz,Skating,Figure skating, Barbara Ann scott,Canada,Women,Individual,Gold
1948,St.Moritz,Skating,Figure skating, Eva pawlik,Austria,Women,Individual,Silver
1948,St.Moritz,Skating,Figure skating, Suzanne morrow,Canada,Women,Pairs,Bronze
1948,St.Moritz,Skating,Figure skating, Micheline lannoy,Belgium,Women,Pairs,Gold
1948,St.Moritz,Skating,Figure skating, Andrea kekessy,Hungary,Women,Pairs,Silver
1948,St.Moritz,Skiing,Alpine Skiing, Erika mahringer,Austria,Women,Alpine Combined,Bronze
1948,St.Moritz,Skiing,Alpine Skiing, Trude beiser-jochum,Austria,Women,Alpine Combined,Gold
1948,St.Moritz,Skiing,Alpine Skiing, Gretchen fraser,USA,Women,Alpine Combined,Silver
1948,St.Moritz,Skiing,Alpine Skiing, Resi hammerer,Austria,Women,Downhill,Bronze
1948,St.Moritz,Skiing,Alpine Skiing, Hedy schlunegger,Switzerland,Women,Downhill,Gold
1948,St.Moritz,Skiing,Alpine Skiing, Trude beiser-jochum,Austria,Women,Downhill,Silver
1948,St.Moritz,Skiing,Alpine Skiing, Erika mahringer,Austria,Women,Slalom,Bronze
1948,St.Moritz,Skiing,Alpine Skiing, Gretchen fraser,USA,Women,Slalom,Gold
1948,St.Moritz,Skiing,Alpine Skiing, Antoinette meyer,Switzerland,Women,Slalom,Silver
1952,Oslo,Skating,Figure skating, Jacqueline du bief,France,Women,Individual,Bronze
1952,Oslo,Skating,Figure skating, Jeannette altwegg,UK,Women,Individual,Gold
1952,Oslo,Skating,Figure skating, Tenley albright,USA,Women,Individual,Silver
1952,Oslo,Skating,Figure skating, Marianna nagy,Hungary,Women,Pairs,Bronze
1952,Oslo,Skating,Figure skating, Ria falk,Germany,Women,Pairs,Gold
1952,Oslo,Skating,Figure skating, Karol kennedy,USA,Women,Pairs,Silver
1952,Oslo,Skiing,Alpine Skiing, Giuliana minuzzo chenal,Italy,Women,Downhill,Bronze
1952,Oslo,Skiing,Alpine Skiing, Trude beiser-jochum,Austria,Women,Downhill,Gold
1952,Oslo,Skiing,Alpine Skiing, Mirl buchner,Germany,Women,Downhill,Silver
1952,Oslo,Skiing,Alpine Skiing, Mirl buchner,Germany,Women,Giant Slalom,Bronze
1952,Oslo,Skiing,Alpine Skiing, Andrea mead lawrence,USA,Women,Giant Slalom,Gold
1952,Oslo,Skiing,Alpine Skiing, Dagmar rom,Austria,Women,Giant Slalom,Silver
1952,Oslo,Skiing,Alpine Skiing, Mirl buchner,Germany,Women,Slalom,Bronze
1952,Oslo,Skiing,Alpine Skiing, Andrea mead lawrence,USA,Women,Slalom,Gold
1952,Oslo,Skiing,Alpine Skiing, Ossi reichert,Germany,Women,Slalom,Silver
1952,Oslo,Skiing,Cross Country Skiing, Siiri rantanen,Finland,Women,10KM,Bronze
1952,Oslo,Skiing,Cross Country Skiing, Lydia wideman,Finland,Women,10KM,Gold
1952,Oslo,Skiing,Cross Country Skiing, Mirja hietamies,Finland,Women,10KM,Silver
1956,Cortina d'Ampezzo,Skating,Figure skating, Ingrid wendl,Austria,Women,Individual,Bronze
1956,Cortina d'Ampezzo,Skating,Figure skating, Tenley albright,USA,Women,Individual,Gold
1956,Cortina d'Ampezzo,Skating,Figure skating, Carol heiss,USA,Women,Individual,Silver
1956,Cortina d'Ampezzo,Skating,Figure skating, Marianna nagy,Hungary,Women,Pairs,Bronze
1956,Cortina d'Ampezzo,Skating,Figure skating, Elisabeth schwarz,Austria,Women,Pairs,Gold
1956,Cortina d'Ampezzo,Skating,Figure skating, Frances dafoe,Canada,Women,Pairs,Silver
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing, Lucile wheeler,Canada,Women,Downhill,Bronze
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing, Madeleine berthod,Switzerland,Women,Downhill,Gold
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing, Frieda dänzer,Switzerland,Women,Downhill,Silver
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing, Dorothea hochleitner,Austria,Women,Giant Slalom,Bronze
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing, Ossi reichert,Germany,Women,Giant Slalom,Gold
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing, Josefine frandl,Austria,Women,Giant Slalom,Silver
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing, Yevgeniya sidorova,Russia,Women,Slalom,Bronze
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing, Renée colliard,Switzerland,Women,Slalom,Gold
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing, Regina schöpf,Austria,Women,Slalom,Silver
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing, Sonja edström,Sweden,Women,10KM,Bronze
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing, Lyubov baranova,Russia,Women,10KM,Gold
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing, Radya yeroshina,Russia,Women,10KM,Silver
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing, Sonja edström,Sweden,Women,3X5KM Relay,Bronze
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing, Anna Lisa eriksson,Sweden,Women,3X5KM Relay,Bronze
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing, Irma johansson,Sweden,Women,3X5KM Relay,Bronze
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing, Mirja hietamies,Finland,Women,3X5KM Relay,Gold
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing, Sirkka polkunen,Finland,Women,3X5KM Relay,Gold
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing, Siiri rantanen,Finland,Women,3X5KM Relay,Gold
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing, Lyubov baranova,Russia,Women,3X5KM Relay,Silver
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing, Alevtina kolchina,Russia,Women,3X5KM Relay,Silver
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing, Radya yeroshina,Russia,Women,3X5KM Relay,Silver
1960,Squaw Valley,Skating,Figure skating, Barbara roles,USA,Women,Individual,Bronze
1960,Squaw Valley,Skating,Figure skating, Carol heiss,USA,Women,Individual,Gold
1960,Squaw Valley,Skating,Figure skating, Sjoukje dijkstra,Netherlands,Women,Individual,Silver
1960,Squaw Valley,Skating,Figure skating, Nancy ludington,USA,Women,Pairs,Bronze
1960,Squaw Valley,Skating,Figure skating, Barbara wagner,Canada,Women,Pairs,Gold
1960,Squaw Valley,Skating,Figure skating, Marika kilius,Germany,Women,Pairs,Silver
1960,Squaw Valley,Skating,Speed skating, Tamara rylova,Russia,Women,1000M,Bronze
1960,Squaw Valley,Skating,Speed skating, Klara guseva,Russia,Women,1000M,Gold
1960,Squaw Valley,Skating,Speed skating, Helga haase,Germany,Women,1000M,Silver
1960,Squaw Valley,Skating,Speed skating, Helena pilejczyk,Poland,Women,1500M,Bronze
1960,Squaw Valley,Skating,Speed skating, Lidiya skoblikova,Russia,Women,1500M,Gold
1960,Squaw Valley,Skating,Speed skating, Elwira seroczynska,Poland,Women,1500M,Silver
1960,Squaw Valley,Skating,Speed skating, Eevi huttunen,Finland,Women,3000M,Bronze
1960,Squaw Valley,Skating,Speed skating, Lidiya skoblikova,Russia,Women,3000M,Gold
1960,Squaw Valley,Skating,Speed skating, Valentina stenina,Russia,Women,3000M,Silver
1960,Squaw Valley,Skating,Speed skating, Jeanne ashworth,USA,Women,500M,Bronze
1960,Squaw Valley,Skating,Speed skating, Helga haase,Germany,Women,500M,Gold
1960,Squaw Valley,Skating,Speed skating, Natalya donchenko,Russia,Women,500M,Silver
1960,Squaw Valley,Skiing,Alpine Skiing, Traudl hecher,Austria,Women,Downhill,Bronze
1960,Squaw Valley,Skiing,Alpine Skiing, Heidi biebl,Germany,Women,Downhill,Gold
1960,Squaw Valley,Skiing,Alpine Skiing, Penelope pitou,USA,Women,Downhill,Silver
1960,Squaw Valley,Skiing,Alpine Skiing, Giuliana minuzzo chenal,Italy,Women,Giant Slalom,Bronze
1960,Squaw Valley,Skiing,Alpine Skiing, Yvonne ruegg,Switzerland,Women,Giant Slalom,Gold
1960,Squaw Valley,Skiing,Alpine Skiing, Penelope pitou,USA,Women,Giant Slalom,Silver
1960,Squaw Valley,Skiing,Alpine Skiing, Barbi henneberger,Germany,Women,Slalom,Bronze
1960,Squaw Valley,Skiing,Alpine Skiing, Anne heggtveit,Canada,Women,Slalom,Gold
1960,Squaw Valley,Skiing,Alpine Skiing, Betsy snite,USA,Women,Slalom,Silver
1960,Squaw Valley,Skiing,Cross Country Skiing, Radya yeroshina,Russia,Women,10KM,Bronze
1960,Squaw Valley,Skiing,Cross Country Skiing, Mariya gusakova,Russia,Women,10KM,Gold
1960,Squaw Valley,Skiing,Cross Country Skiing, Lyubov baranova,Russia,Women,10KM,Silver
1960,Squaw Valley,Skiing,Cross Country Skiing, Toini K. pöysti,Finland,Women,3X5KM Relay,Bronze
1960,Squaw Valley,Skiing,Cross Country Skiing, Siiri rantanen,Finland,Women,3X5KM Relay,Bronze
1960,Squaw Valley,Skiing,Cross Country Skiing, Eeva ruoppa,Finland,Women,3X5KM Relay,Bronze
1960,Squaw Valley,Skiing,Cross Country Skiing, Sonja edström,Sweden,Women,3X5KM Relay,Gold
1960,Squaw Valley,Skiing,Cross Country Skiing, Irma johansson,Sweden,Women,3X5KM Relay,Gold
1960,Squaw Valley,Skiing,Cross Country Skiing, Britt strandberg,Sweden,Women,3X5KM Relay,Gold
1960,Squaw Valley,Skiing,Cross Country Skiing, Lyubov baranova,Russia,Women,3X5KM Relay,Silver
1960,Squaw Valley,Skiing,Cross Country Skiing, Mariya gusakova,Russia,Women,3X5KM Relay,Silver
1960,Squaw Valley,Skiing,Cross Country Skiing, Radya yeroshina,Russia,Women,3X5KM Relay,Silver
1964,Innsbruck,Luge,Luge, Helene thurner,Austria,Women,Singles,Bronze
1964,Innsbruck,Luge,Luge, Ortrun enderlein,Germany,Women,Singles,Gold
1964,Innsbruck,Luge,Luge, Ilse geisler,Germany,Women,Singles,Silver
1964,Innsbruck,Skating,Figure skating, Petra burka,Canada,Women,Individual,Bronze
1964,Innsbruck,Skating,Figure skating, Sjoukje dijkstra,Netherlands,Women,Individual,Gold
1964,Innsbruck,Skating,Figure skating, Regine heitzer,Austria,Women,Individual,Silver
1964,Innsbruck,Skating,Figure skating, Debbi wilkes,Canada,Women,Pairs,Silver
1964,Innsbruck,Skating,Figure skating, Lyudmila belousova,Russia,Women,Pairs,Gold
1964,Innsbruck,Skating,Figure skating, Ronald joseph,USA,Women,Pairs,Bronze
1964,Innsbruck,Skating,Figure skating, Marika kilius,Germany,Women,Pairs,Silver
1964,Innsbruck,Skating,Speed skating, Kaija mustonen,Finland,Women,1000M,Bronze
1964,Innsbruck,Skating,Speed skating, Lidiya skoblikova,Russia,Women,1000M,Gold
1964,Innsbruck,Skating,Speed skating, Irina yegorova,Russia,Women,1000M,Silver
1964,Innsbruck,Skating,Speed skating, Berta kolokoltseva,Russia,Women,1500M,Bronze
1964,Innsbruck,Skating,Speed skating, Lidiya skoblikova,Russia,Women,1500M,Gold
1964,Innsbruck,Skating,Speed skating, Kaija mustonen,Finland,Women,1500M,Silver
1964,Innsbruck,Skating,Speed skating, Lidiya skoblikova,Russia,Women,3000M,Gold
1964,Innsbruck,Skating,Speed skating, Pil Hwa han,North Korea,Women,3000M,Silver
1964,Innsbruck,Skating,Speed skating, Valentina stenina,Russia,Women,3000M,Silver
1964,Innsbruck,Skating,Speed skating, Tatyana sidorova,Russia,Women,500M,Bronze
1964,Innsbruck,Skating,Speed skating, Lidiya skoblikova,Russia,Women,500M,Gold
1964,Innsbruck,Skating,Speed skating, Irina yegorova,Russia,Women,500M,Silver
1964,Innsbruck,Skiing,Alpine Skiing, Traudl hecher,Austria,Women,Downhill,Bronze
1964,Innsbruck,Skiing,Alpine Skiing, Christl haas,Austria,Women,Downhill,Gold
1964,Innsbruck,Skiing,Alpine Skiing, Edith zimmermann,Austria,Women,Downhill,Silver
1964,Innsbruck,Skiing,Alpine Skiing, Marielle goitschel,France,Women,Giant Slalom,Gold
1964,Innsbruck,Skiing,Alpine Skiing, Christine goitschel,France,Women,Giant Slalom,Silver
1964,Innsbruck,Skiing,Alpine Skiing, Jean saubert,USA,Women,Giant Slalom,Silver
1964,Innsbruck,Skiing,Alpine Skiing, Jean saubert,USA,Women,Slalom,Bronze
1964,Innsbruck,Skiing,Alpine Skiing, Christine goitschel,France,Women,Slalom,Gold
1964,Innsbruck,Skiing,Alpine Skiing, Marielle goitschel,France,Women,Slalom,Silver
1964,Innsbruck,Skiing,Cross Country Skiing, Mariya gusakova,Russia,Women,10KM,Bronze
1964,Innsbruck,Skiing,Cross Country Skiing, Klavdiya boyarskikh,Russia,Women,10KM,Gold
1964,Innsbruck,Skiing,Cross Country Skiing, Yevdoyka mekshilo,Russia,Women,10KM,Silver
1964,Innsbruck,Skiing,Cross Country Skiing, Mirja lehtonen,Finland,Women,3X5KM Relay,Bronze
1964,Innsbruck,Skiing,Cross Country Skiing, Toini K. pöysti,Finland,Women,3X5KM Relay,Bronze
1964,Innsbruck,Skiing,Cross Country Skiing, Senja pusula,Finland,Women,3X5KM Relay,Bronze
1964,Innsbruck,Skiing,Cross Country Skiing, Klavdiya boyarskikh,Russia,Women,3X5KM Relay,Gold
1964,Innsbruck,Skiing,Cross Country Skiing, Alevtina kolchina,Russia,Women,3X5KM Relay,Gold
1964,Innsbruck,Skiing,Cross Country Skiing, Yevdoyka mekshilo,Russia,Women,3X5KM Relay,Gold
1964,Innsbruck,Skiing,Cross Country Skiing, Toini gustafsson,Sweden,Women,3X5KM Relay,Silver
1964,Innsbruck,Skiing,Cross Country Skiing, Barbro martinsson,Sweden,Women,3X5KM Relay,Silver
1964,Innsbruck,Skiing,Cross Country Skiing, Britt strandberg,Sweden,Women,3X5KM Relay,Silver
1964,Innsbruck,Skiing,Cross Country Skiing, Alevtina kolchina,Russia,Women,5KM,Bronze
1964,Innsbruck,Skiing,Cross Country Skiing, Klavdiya boyarskikh,Russia,Women,5KM,Gold
1964,Innsbruck,Skiing,Cross Country Skiing, Mirja lehtonen,Finland,Women,5KM,Silver
1968,Grenoble,Luge,Luge, Angelika dünhaupt,Germany,Women,Singles,Bronze
1968,Grenoble,Luge,Luge, Erica lechner,Italy,Women,Singles,Gold
1968,Grenoble,Luge,Luge, Christa schmuck,Germany,Women,Singles,Silver
1968,Grenoble,Skating,Figure skating, Hana maskova,Czech Republic,Women,Individual,Bronze
1968,Grenoble,Skating,Figure skating, Peggy fleming,USA,Women,Individual,Gold
1968,Grenoble,Skating,Figure skating, Gabriele seyfert,Germany,Women,Individual,Silver
1968,Grenoble,Skating,Figure skating, Margot glockshuber,Germany,Women,Pairs,Bronze
1968,Grenoble,Skating,Figure skating, Lyudmila belousova,Russia,Women,Pairs,Gold
1968,Grenoble,Skating,Figure skating, Tatyana zhuk,Russia,Women,Pairs,Silver
1968,Grenoble,Skating,Speed skating, Dianne holum,USA,Women,1000M,Bronze
1968,Grenoble,Skating,Speed skating, Carolina geijssen,Netherlands,Women,1000M,Gold
1968,Grenoble,Skating,Speed skating, Lyudmila titova,Russia,Women,1000M,Silver
1968,Grenoble,Skating,Speed skating, Christina kaiser,Netherlands,Women,1500M,Bronze
1968,Grenoble,Skating,Speed skating, Kaija mustonen,Finland,Women,1500M,Gold
1968,Grenoble,Skating,Speed skating, Carolina geijssen,Netherlands,Women,1500M,Silver
1968,Grenoble,Skating,Speed skating, Christina kaiser,Netherlands,Women,3000M,Bronze
1968,Grenoble,Skating,Speed skating, Johanna schut,Netherlands,Women,3000M,Gold
1968,Grenoble,Skating,Speed skating, Kaija mustonen,Finland,Women,3000M,Silver
1968,Grenoble,Skating,Speed skating, Lyudmila titova,Russia,Women,500M,Gold
1968,Grenoble,Skating,Speed skating, Jennifer fish,USA,Women,500M,Silver
1968,Grenoble,Skating,Speed skating, Dianne holum,USA,Women,500M,Silver
1968,Grenoble,Skating,Speed skating, Mary meyers,USA,Women,500M,Silver
1968,Grenoble,Skiing,Alpine Skiing, Christl haas,Austria,Women,Downhill,Bronze
1968,Grenoble,Skiing,Alpine Skiing, Olga pall,Austria,Women,Downhill,Gold
1968,Grenoble,Skiing,Alpine Skiing, Isabelle mir,France,Women,Downhill,Silver
1968,Grenoble,Skiing,Alpine Skiing, Fernande bochatay,Switzerland,Women,Giant Slalom,Bronze
1968,Grenoble,Skiing,Alpine Skiing, Nancy greene,Canada,Women,Giant Slalom,Gold
1968,Grenoble,Skiing,Alpine Skiing, Annie famose,France,Women,Giant Slalom,Silver
1968,Grenoble,Skiing,Alpine Skiing, Annie famose,France,Women,Slalom,Bronze
1968,Grenoble,Skiing,Alpine Skiing, Marielle goitschel,France,Women,Slalom,Gold
1968,Grenoble,Skiing,Alpine Skiing, Nancy greene,Canada,Women,Slalom,Silver
1968,Grenoble,Skiing,Cross Country Skiing, Inger aufles,Norway,Women,10KM,Bronze
1968,Grenoble,Skiing,Cross Country Skiing, Toini gustafsson,Sweden,Women,10KM,Gold
1968,Grenoble,Skiing,Cross Country Skiing, Berit mördre,Norway,Women,10KM,Silver
1968,Grenoble,Skiing,Cross Country Skiing, Rita achkina,Russia,Women,3X5KM Relay,Bronze
1968,Grenoble,Skiing,Cross Country Skiing, Alevtina kolchina,Russia,Women,3X5KM Relay,Bronze
1968,Grenoble,Skiing,Cross Country Skiing, Galina kulakova,Russia,Women,3X5KM Relay,Bronze
1968,Grenoble,Skiing,Cross Country Skiing, Inger aufles,Norway,Women,3X5KM Relay,Gold
1968,Grenoble,Skiing,Cross Country Skiing, Babben enger,Norway,Women,3X5KM Relay,Gold
1968,Grenoble,Skiing,Cross Country Skiing, Berit mördre,Norway,Women,3X5KM Relay,Gold
1968,Grenoble,Skiing,Cross Country Skiing, Toini gustafsson,Sweden,Women,3X5KM Relay,Silver
1968,Grenoble,Skiing,Cross Country Skiing, Barbro martinsson,Sweden,Women,3X5KM Relay,Silver
1968,Grenoble,Skiing,Cross Country Skiing, Britt strandberg,Sweden,Women,3X5KM Relay,Silver
1968,Grenoble,Skiing,Cross Country Skiing, Alevtina kolchina,Russia,Women,5KM,Bronze
1968,Grenoble,Skiing,Cross Country Skiing, Toini gustafsson,Sweden,Women,5KM,Gold
1968,Grenoble,Skiing,Cross Country Skiing, Galina kulakova,Russia,Women,5KM,Silver
1972,Sapporo,Luge,Luge, Margit schumann,Germany,Women,Singles,Bronze
1972,Sapporo,Luge,Luge, Anna-Maria müller,Germany,Women,Singles,Gold
1972,Sapporo,Luge,Luge, Ute rührold,Germany,Women,Singles,Silver
1972,Sapporo,Skating,Figure skating, Janet lynn,USA,Women,Individual,Bronze
1972,Sapporo,Skating,Figure skating, Beatrix schuba,Austria,Women,Individual,Gold
1972,Sapporo,Skating,Figure skating, Karen magnussen,Canada,Women,Individual,Silver
1972,Sapporo,Skating,Figure skating, Manuela gross,Germany,Women,Pairs,Bronze
1972,Sapporo,Skating,Figure skating, Irina rodnina,Russia,Women,Pairs,Gold
1972,Sapporo,Skating,Figure skating, Lyudmila smirnova,Russia,Women,Pairs,Silver
1972,Sapporo,Skating,Speed skating, Anne henning,USA,Women,1000M,Bronze
1972,Sapporo,Skating,Speed skating, Monika holzner-gawenus,Germany,Women,1000M,Gold
1972,Sapporo,Skating,Speed skating, Atje deelstra,Netherlands,Women,1000M,Silver
1972,Sapporo,Skating,Speed skating, Atje deelstra,Netherlands,Women,1500M,Bronze
1972,Sapporo,Skating,Speed skating, Dianne holum,USA,Women,1500M,Gold
1972,Sapporo,Skating,Speed skating, Christina kaiser,Netherlands,Women,1500M,Silver
1972,Sapporo,Skating,Speed skating, Atje deelstra,Netherlands,Women,3000M,Bronze
1972,Sapporo,Skating,Speed skating, Christina kaiser,Netherlands,Women,3000M,Gold
1972,Sapporo,Skating,Speed skating, Dianne holum,USA,Women,3000M,Silver
1972,Sapporo,Skating,Speed skating, Lyudmila titova,Russia,Women,500M,Bronze
1972,Sapporo,Skating,Speed skating, Anne henning,USA,Women,500M,Gold
1972,Sapporo,Skating,Speed skating, Vera krasnova,Russia,Women,500M,Silver
1972,Sapporo,Skiing,Alpine Skiing, Susan corrock,USA,Women,Downhill,Bronze
1972,Sapporo,Skiing,Alpine Skiing, Marie-Theres nadig,Switzerland,Women,Downhill,Gold
1972,Sapporo,Skiing,Alpine Skiing, Annemarie moser-proll,Austria,Women,Downhill,Silver
1972,Sapporo,Skiing,Alpine Skiing, Wiltrud drexel,Austria,Women,Giant Slalom,Bronze
1972,Sapporo,Skiing,Alpine Skiing, Marie-Theres nadig,Switzerland,Women,Giant Slalom,Gold
1972,Sapporo,Skiing,Alpine Skiing, Annemarie moser-proll,Austria,Women,Giant Slalom,Silver
1972,Sapporo,Skiing,Alpine Skiing, Florence steurer,France,Women,Slalom,Bronze
1972,Sapporo,Skiing,Alpine Skiing, Barbara cochran,USA,Women,Slalom,Gold
1972,Sapporo,Skiing,Alpine Skiing, Danièle debernard,France,Women,Slalom,Silver
1972,Sapporo,Skiing,Cross Country Skiing, Marjatta kajosmaa,Finland,Women,10KM,Bronze
1972,Sapporo,Skiing,Cross Country Skiing, Galina kulakova,Russia,Women,10KM,Gold
1972,Sapporo,Skiing,Cross Country Skiing, Alevtina olyunina,Russia,Women,10KM,Silver
1972,Sapporo,Skiing,Cross Country Skiing, Inger aufles,Norway,Women,3X5KM Relay,Bronze
1972,Sapporo,Skiing,Cross Country Skiing, Aslaug dahl,Norway,Women,3X5KM Relay,Bronze
1972,Sapporo,Skiing,Cross Country Skiing, Berit mördre,Norway,Women,3X5KM Relay,Bronze
1972,Sapporo,Skiing,Cross Country Skiing, Galina kulakova,Russia,Women,3X5KM Relay,Gold
1972,Sapporo,Skiing,Cross Country Skiing, Lubov mukhacheva,Russia,Women,3X5KM Relay,Gold
1972,Sapporo,Skiing,Cross Country Skiing, Alevtina olyunina,Russia,Women,3X5KM Relay,Gold
1972,Sapporo,Skiing,Cross Country Skiing, Marjatta kajosmaa,Finland,Women,3X5KM Relay,Silver
1972,Sapporo,Skiing,Cross Country Skiing, Hilkka riihivuori,Finland,Women,3X5KM Relay,Silver
1972,Sapporo,Skiing,Cross Country Skiing, Helena takalo,Finland,Women,3X5KM Relay,Silver
1972,Sapporo,Skiing,Cross Country Skiing, Helena sikolova,Czech Republic,Women,5KM,Bronze
1972,Sapporo,Skiing,Cross Country Skiing, Galina kulakova,Russia,Women,5KM,Gold
1972,Sapporo,Skiing,Cross Country Skiing, Marjatta kajosmaa,Finland,Women,5KM,Silver
1976,Innsbruck,Luge,Luge, Elisabeth demleitner,Germany,Women,Singles,Bronze
1976,Innsbruck,Luge,Luge, Margit schumann,Germany,Women,Singles,Gold
1976,Innsbruck,Luge,Luge, Ute rührold,Germany,Women,Singles,Silver
1976,Innsbruck,Skating,Figure skating, Colleen o'connor,USA,Women,Ice Dancing,Bronze
1976,Innsbruck,Skating,Figure skating, Lyudmila pakhomova,Russia,Women,Ice Dancing,Gold
1976,Innsbruck,Skating,Figure skating, Irina moiseyeva,Russia,Women,Ice Dancing,Silver
1976,Innsbruck,Skating,Figure skating, Christine errath,Germany,Women,Individual,Bronze
1976,Innsbruck,Skating,Figure skating, Dorothy hamill,USA,Women,Individual,Gold
1976,Innsbruck,Skating,Figure skating, Dianne de leeuw,Netherlands,Women,Individual,Silver
1976,Innsbruck,Skating,Figure skating, Manuela gross,Germany,Women,Pairs,Bronze
1976,Innsbruck,Skating,Figure skating, Irina rodnina,Russia,Women,Pairs,Gold
1976,Innsbruck,Skating,Figure skating, Romy kermer,Germany,Women,Pairs,Silver
1976,Innsbruck,Skating,Speed skating, Sheila young,USA,Women,1000M,Bronze
1976,Innsbruck,Skating,Speed skating, Tatyana averina,Russia,Women,1000M,Gold
1976,Innsbruck,Skating,Speed skating, Leah mueller,USA,Women,1000M,Silver
1976,Innsbruck,Skating,Speed skating, Tatyana averina,Russia,Women,1500M,Bronze
1976,Innsbruck,Skating,Speed skating, Galina stepanskaya,Russia,Women,1500M,Gold
1976,Innsbruck,Skating,Speed skating, Sheila young,USA,Women,1500M,Silver
1976,Innsbruck,Skating,Speed skating, Lisbeth korsmo,Norway,Women,3000M,Bronze
1976,Innsbruck,Skating,Speed skating, Tatyana averina,Russia,Women,3000M,Gold
1976,Innsbruck,Skating,Speed skating, Andrea ehrig,Germany,Women,3000M,Silver
1976,Innsbruck,Skating,Speed skating, Tatyana averina,Russia,Women,500M,Bronze
1976,Innsbruck,Skating,Speed skating, Sheila young,USA,Women,500M,Gold
1976,Innsbruck,Skating,Speed skating, Cathy priestner,Canada,Women,500M,Silver
1976,Innsbruck,Skiing,Alpine Skiing, Cynthia nelson,USA,Women,Downhill,Bronze
1976,Innsbruck,Skiing,Alpine Skiing, Rosi mittermaier,Germany,Women,Downhill,Gold
1976,Innsbruck,Skiing,Alpine Skiing, Brigitte totschnigg,Austria,Women,Downhill,Silver
1976,Innsbruck,Skiing,Alpine Skiing, Danièle debernard,France,Women,Giant Slalom,Bronze
