Year,City,Sport,Discipline,Athlete,Location,Gender,Event,Medal
2010,Vancouver,Bobsleigh,Bobsleigh, Kaillie humphries,Canada,Women,Two-Man,Gold
2010,Vancouver,Bobsleigh,Bobsleigh, Heather moyse,Canada,Women,Two-Man,Gold
2010,Vancouver,Bobsleigh,Bobsleigh, Shelley-Ann brown,Canada,Women,Two-Man,Silver
2010,Vancouver,Bobsleigh,Bobsleigh, Helen upperton,Canada,Women,Two-Man,Silver
2010,Vancouver,Bobsleigh,Skeleton, Anja huber,Germany,Women,Individual,Bronze
2010,Vancouver,Bobsleigh,Skeleton, Amy williams,UK,Women,Individual,Gold
2010,Vancouver,Bobsleigh,Skeleton, Kerstin szymkowiak,Germany,Women,Individual,Silver
2010,Vancouver,Curling,Curling, Jinli liu,China,Women,Curling,Bronze
2010,Vancouver,Curling,Curling, Yin liu,China,Women,Curling,Bronze
2010,Vancouver,Curling,Curling, Bingyu wang,China,Women,Curling,Bronze
2010,Vancouver,Curling,Curling, Qingshuang yue,China,Women,Curling,Bronze
2010,Vancouver,Curling,Curling, Yan zhou,China,Women,Curling,Bronze
2010,Vancouver,Curling,Curling, Kajsa bergstroem,Sweden,Women,Curling,Gold
2010,Vancouver,Curling,Curling, Anna svaerd,Sweden,Women,Curling,Gold
2010,Vancouver,Curling,Curling, Cathrine lindahl,Sweden,Women,Curling,Gold
2010,Vancouver,Curling,Curling, Eva lund,Sweden,Women,Curling,Gold
2010,Vancouver,Curling,Curling, Anette norberg,Sweden,Women,Curling,Gold
2010,Vancouver,Curling,Curling, Cori bartel,Canada,Women,Curling,Silver
2010,Vancouver,Curling,Curling, Cheryl bernard,Canada,Women,Curling,Silver
2010,Vancouver,Curling,Curling, Carolyn darbyshire,Canada,Women,Curling,Silver
2010,Vancouver,Curling,Curling, Kristie moore,Canada,Women,Curling,Silver
2010,Vancouver,Curling,Curling, Susan o connor,Canada,Women,Curling,Silver
2010,Vancouver,Ice Hockey,Ice Hockey, Anne helin,Finland,Women,Ice Hockey,Bronze
2010,Vancouver,Ice Hockey,Ice Hockey, Jenni hiirikoski,Finland,Women,Ice Hockey,Bronze
2010,Vancouver,Ice Hockey,Ice Hockey, Venla hovi,Finland,Women,Ice Hockey,Bronze
2010,Vancouver,Ice Hockey,Ice Hockey, Michelle karvinen,Finland,Women,Ice Hockey,Bronze
2010,Vancouver,Ice Hockey,Ice Hockey, Mira kuisma,Finland,Women,Ice Hockey,Bronze
2010,Vancouver,Ice Hockey,Ice Hockey, Emma laaksonen,Finland,Women,Ice Hockey,Bronze
2010,Vancouver,Ice Hockey,Ice Hockey, Rosa lindstedt,Finland,Women,Ice Hockey,Bronze
2010,Vancouver,Ice Hockey,Ice Hockey, Terhi mertanen,Finland,Women,Ice Hockey,Bronze
2010,Vancouver,Ice Hockey,Ice Hockey, Heidi pelttari,Finland,Women,Ice Hockey,Bronze
2010,Vancouver,Ice Hockey,Ice Hockey, Mariia posa,Finland,Women,Ice Hockey,Bronze
2010,Vancouver,Ice Hockey,Ice Hockey, Annina rajahuhta,Finland,Women,Ice Hockey,Bronze
2010,Vancouver,Ice Hockey,Ice Hockey, Karoliina rantamaki,Finland,Women,Ice Hockey,Bronze
2010,Vancouver,Ice Hockey,Ice Hockey, Noora raty,Finland,Women,Ice Hockey,Bronze
2010,Vancouver,Ice Hockey,Ice Hockey, Mari saarinen,Finland,Women,Ice Hockey,Bronze
2010,Vancouver,Ice Hockey,Ice Hockey, Saija sirvio,Finland,Women,Ice Hockey,Bronze
2010,Vancouver,Ice Hockey,Ice Hockey, Nina tikkinen,Finland,Women,Ice Hockey,Bronze
2010,Vancouver,Ice Hockey,Ice Hockey, Minnamari tuominen,Finland,Women,Ice Hockey,Bronze
2010,Vancouver,Ice Hockey,Ice Hockey, Saara tuominen,Finland,Women,Ice Hockey,Bronze
2010,Vancouver,Ice Hockey,Ice Hockey, Linda valimaki,Finland,Women,Ice Hockey,Bronze
2010,Vancouver,Ice Hockey,Ice Hockey, Anna vanhatalo,Finland,Women,Ice Hockey,Bronze
2010,Vancouver,Ice Hockey,Ice Hockey, Marjo voutilainen,Finland,Women,Ice Hockey,Bronze
2010,Vancouver,Ice Hockey,Ice Hockey, Meghan agosta,Canada,Women,Ice Hockey,Gold
2010,Vancouver,Ice Hockey,Ice Hockey, Gillian apps,Canada,Women,Ice Hockey,Gold
2010,Vancouver,Ice Hockey,Ice Hockey, Tessa bonhomme,Canada,Women,Ice Hockey,Gold
2010,Vancouver,Ice Hockey,Ice Hockey, Jennifer botterill,Canada,Women,Ice Hockey,Gold
2010,Vancouver,Ice Hockey,Ice Hockey, Jayna hefford,Canada,Women,Ice Hockey,Gold
2010,Vancouver,Ice Hockey,Ice Hockey, Haley irwin,Canada,Women,Ice Hockey,Gold
2010,Vancouver,Ice Hockey,Ice Hockey, Rebecca johnston,Canada,Women,Ice Hockey,Gold
2010,Vancouver,Ice Hockey,Ice Hockey, Becky kellar,Canada,Women,Ice Hockey,Gold
2010,Vancouver,Ice Hockey,Ice Hockey, Gina kingsbury,Canada,Women,Ice Hockey,Gold
2010,Vancouver,Ice Hockey,Ice Hockey, Charline labonte,Canada,Women,Ice Hockey,Gold
2010,Vancouver,Ice Hockey,Ice Hockey, Carla macleod,Canada,Women,Ice Hockey,Gold
2010,Vancouver,Ice Hockey,Ice Hockey, Meaghan mikkelson,Canada,Women,Ice Hockey,Gold
2010,Vancouver,Ice Hockey,Ice Hockey, Caroline ouellette,Canada,Women,Ice Hockey,Gold
2010,Vancouver,Ice Hockey,Ice Hockey, Cherie piper,Canada,Women,Ice Hockey,Gold
2010,Vancouver,Ice Hockey,Ice Hockey, Marie-Philip poulin,Canada,Women,Ice Hockey,Gold
2010,Vancouver,Ice Hockey,Ice Hockey, Colleen sostorics,Canada,Women,Ice Hockey,Gold
2010,Vancouver,Ice Hockey,Ice Hockey, Kim st-pierre,Canada,Women,Ice Hockey,Gold
2010,Vancouver,Ice Hockey,Ice Hockey, Shannon szabados,Canada,Women,Ice Hockey,Gold
2010,Vancouver,Ice Hockey,Ice Hockey, Sarah vaillancourt,Canada,Women,Ice Hockey,Gold
2010,Vancouver,Ice Hockey,Ice Hockey, Catherine ward,Canada,Women,Ice Hockey,Gold
2010,Vancouver,Ice Hockey,Ice Hockey, Hayley wickenheiser,Canada,Women,Ice Hockey,Gold
2010,Vancouver,Ice Hockey,Ice Hockey, Kacey bellamy,USA,Women,Ice Hockey,Silver
2010,Vancouver,Ice Hockey,Ice Hockey, Caitlin cahow,USA,Women,Ice Hockey,Silver
2010,Vancouver,Ice Hockey,Ice Hockey, Lisa chesson,USA,Women,Ice Hockey,Silver
2010,Vancouver,Ice Hockey,Ice Hockey, Julie chu,USA,Women,Ice Hockey,Silver
2010,Vancouver,Ice Hockey,Ice Hockey, Natalie darwitz,USA,Women,Ice Hockey,Silver
2010,Vancouver,Ice Hockey,Ice Hockey, Meghan duggan,USA,Women,Ice Hockey,Silver
2010,Vancouver,Ice Hockey,Ice Hockey, Molly engstrom,USA,Women,Ice Hockey,Silver
2010,Vancouver,Ice Hockey,Ice Hockey, Hilary knight,USA,Women,Ice Hockey,Silver
2010,Vancouver,Ice Hockey,Ice Hockey, Jocelyne lamoureux,USA,Women,Ice Hockey,Silver
2010,Vancouver,Ice Hockey,Ice Hockey, Monique lamoureux,USA,Women,Ice Hockey,Silver
2010,Vancouver,Ice Hockey,Ice Hockey, Erika lawler,USA,Women,Ice Hockey,Silver
2010,Vancouver,Ice Hockey,Ice Hockey, Gigi marvin,USA,Women,Ice Hockey,Silver
2010,Vancouver,Ice Hockey,Ice Hockey, Brianne mclaughlin,USA,Women,Ice Hockey,Silver
2010,Vancouver,Ice Hockey,Ice Hockey, Jenny potter,USA,Women,Ice Hockey,Silver
2010,Vancouver,Ice Hockey,Ice Hockey, Angela ruggiero,USA,Women,Ice Hockey,Silver
2010,Vancouver,Ice Hockey,Ice Hockey, Molly schaus,USA,Women,Ice Hockey,Silver
2010,Vancouver,Ice Hockey,Ice Hockey, Kelli stack,USA,Women,Ice Hockey,Silver
2010,Vancouver,Ice Hockey,Ice Hockey, Karen thatcher,USA,Women,Ice Hockey,Silver
2010,Vancouver,Ice Hockey,Ice Hockey, Jessie vetter,USA,Women,Ice Hockey,Silver
2010,Vancouver,Ice Hockey,Ice Hockey, Kerry weiland,USA,Women,Ice Hockey,Silver
2010,Vancouver,Ice Hockey,Ice Hockey, Jinelle zaugg-siergiej,USA,Women,Ice Hockey,Silver
2010,Vancouver,Luge,Luge, Natalie geisenberger,Germany,Women,Singles,Bronze
2010,Vancouver,Luge,Luge, Tatjana huefner,Germany,Women,Singles,Gold
2010,Vancouver,Luge,Luge, Nina reithmayer,Austria,Women,Singles,Silver
2010,Vancouver,Skating,Figure skating, Oksana domnina,Russia,Women,Ice Dancing,Bronze
2010,Vancouver,Skating,Figure skating, Tessa virtue,Canada,Women,Ice Dancing,Gold
2010,Vancouver,Skating,Figure skating, Meryl davis,USA,Women,Ice Dancing,Silver
2010,Vancouver,Skating,Figure skating, Joannie rochette,Canada,Women,Individual,Bronze
2010,Vancouver,Skating,Figure skating, Yuna kim,South Korea,Women,Individual,Gold
2010,Vancouver,Skating,Figure skating, Mao asada,Japan,Women,Individual,Silver
2010,Vancouver,Skating,Figure skating, Aliona savchenko,Germany,Women,Pairs,Bronze
2010,Vancouver,Skating,Figure skating, Xue shen,China,Women,Pairs,Gold
2010,Vancouver,Skating,Figure skating, Qing pang,China,Women,Pairs,Silver
2010,Vancouver,Skating,Short Track Speed Skating, Seung-Hi park,South Korea,Women,1000M,Bronze
2010,Vancouver,Skating,Short Track Speed Skating, Meng wang,China,Women,1000M,Gold
2010,Vancouver,Skating,Short Track Speed Skating, Katherine reutter,USA,Women,1000M,Silver
2010,Vancouver,Skating,Short Track Speed Skating, Seung-Hi park,South Korea,Women,1500M,Bronze
2010,Vancouver,Skating,Short Track Speed Skating, Yang zhou,China,Women,1500M,Gold
2010,Vancouver,Skating,Short Track Speed Skating, Eun-Byul lee,South Korea,Women,1500M,Silver
2010,Vancouver,Skating,Short Track Speed Skating, Allison baver,USA,Women,3000M Relay,Bronze
2010,Vancouver,Skating,Short Track Speed Skating, Kimberly derrick,USA,Women,3000M Relay,Bronze
2010,Vancouver,Skating,Short Track Speed Skating, Alyson dudek,USA,Women,3000M Relay,Bronze
2010,Vancouver,Skating,Short Track Speed Skating, Lana gehring,USA,Women,3000M Relay,Bronze
2010,Vancouver,Skating,Short Track Speed Skating, Katherine reutter,USA,Women,3000M Relay,Bronze
2010,Vancouver,Skating,Short Track Speed Skating, Linlin sun,China,Women,3000M Relay,Gold
2010,Vancouver,Skating,Short Track Speed Skating, Meng wang,China,Women,3000M Relay,Gold
2010,Vancouver,Skating,Short Track Speed Skating, Hui zhang,China,Women,3000M Relay,Gold
2010,Vancouver,Skating,Short Track Speed Skating, Yang zhou,China,Women,3000M Relay,Gold
2010,Vancouver,Skating,Short Track Speed Skating, Jessica gregg,Canada,Women,3000M Relay,Silver
2010,Vancouver,Skating,Short Track Speed Skating, Kalyna roberge,Canada,Women,3000M Relay,Silver
2010,Vancouver,Skating,Short Track Speed Skating, Marianne st-gelais,Canada,Women,3000M Relay,Silver
2010,Vancouver,Skating,Short Track Speed Skating, Tania vicent,Canada,Women,3000M Relay,Silver
2010,Vancouver,Skating,Short Track Speed Skating, Arianna fontana,Italy,Women,500M,Bronze
2010,Vancouver,Skating,Short Track Speed Skating, Meng wang,China,Women,500M,Gold
2010,Vancouver,Skating,Short Track Speed Skating, Marianne st-gelais,Canada,Women,500M,Silver
2010,Vancouver,Skating,Speed skating, Laurine van riessen,Netherlands,Women,1000M,Bronze
2010,Vancouver,Skating,Speed skating, Christine nesbitt,Canada,Women,1000M,Gold
2010,Vancouver,Skating,Speed skating, Annette gerritsen,Netherlands,Women,1000M,Silver
2010,Vancouver,Skating,Speed skating, Martina sablikova,Czech Republic,Women,1500M,Bronze
2010,Vancouver,Skating,Speed skating, Ireen wust,Netherlands,Women,1500M,Gold
2010,Vancouver,Skating,Speed skating, Kristina groves,Canada,Women,1500M,Silver
2010,Vancouver,Skating,Speed skating, Kristina groves,Canada,Women,3000M,Bronze
2010,Vancouver,Skating,Speed skating, Martina sablikova,Czech Republic,Women,3000M,Gold
2010,Vancouver,Skating,Speed skating, Stephanie beckert,Germany,Women,3000M,Silver
2010,Vancouver,Skating,Speed skating, Clara hughes,Canada,Women,5000M,Bronze
2010,Vancouver,Skating,Speed skating, Martina sablikova,Czech Republic,Women,5000M,Gold
2010,Vancouver,Skating,Speed skating, Stephanie beckert,Germany,Women,5000M,Silver
2010,Vancouver,Skating,Speed skating, Beixing wang,China,Women,500M,Bronze
2010,Vancouver,Skating,Speed skating, Sang-Hwa lee,South Korea,Women,500M,Gold
2010,Vancouver,Skating,Speed skating, Jenny wolf,Germany,Women,500M,Silver
2010,Vancouver,Skating,Speed skating, Katarzyna bachleda-curus,Poland,Women,Team Pursuit,Bronze
2010,Vancouver,Skating,Speed skating, Katarzyna wozniak,Poland,Women,Team Pursuit,Bronze
2010,Vancouver,Skating,Speed skating, Luiza zlotkowska,Poland,Women,Team Pursuit,Bronze
2010,Vancouver,Skating,Speed skating, Daniela anschutz thoms,Germany,Women,Team Pursuit,Gold
2010,Vancouver,Skating,Speed skating, Stephanie beckert,Germany,Women,Team Pursuit,Gold
2010,Vancouver,Skating,Speed skating, Anna friesinger-postma,Germany,Women,Team Pursuit,Gold
2010,Vancouver,Skating,Speed skating, Katrin mattscherodt,Germany,Women,Team Pursuit,Gold
2010,Vancouver,Skating,Speed skating, Masako hozumi,Japan,Women,Team Pursuit,Silver
2010,Vancouver,Skating,Speed skating, Nao kodaira,Japan,Women,Team Pursuit,Silver
2010,Vancouver,Skating,Speed skating, Maki tabata,Japan,Women,Team Pursuit,Silver
2010,Vancouver,Skiing,Alpine Skiing, Elisabeth goergl,Austria,Women,Downhill,Bronze
2010,Vancouver,Skiing,Alpine Skiing, Lindsey vonn,USA,Women,Downhill,Gold
2010,Vancouver,Skiing,Alpine Skiing, Julia mancuso,USA,Women,Downhill,Silver
2010,Vancouver,Skiing,Alpine Skiing, Elisabeth goergl,Austria,Women,Giant Slalom,Bronze
2010,Vancouver,Skiing,Alpine Skiing, Viktoria rebensburg,Germany,Women,Giant Slalom,Gold
2010,Vancouver,Skiing,Alpine Skiing, Tina maze,Slovenia,Women,Giant Slalom,Silver
2010,Vancouver,Skiing,Alpine Skiing, Sarka zahrobska,Czech Republic,Women,Slalom,Bronze
2010,Vancouver,Skiing,Alpine Skiing, Maria riesch,Germany,Women,Slalom,Gold
2010,Vancouver,Skiing,Alpine Skiing, Marlies schild,Austria,Women,Slalom,Silver
2010,Vancouver,Skiing,Alpine Skiing, Anja paerson,Sweden,Women,Super Combined,Bronze
2010,Vancouver,Skiing,Alpine Skiing, Maria riesch,Germany,Women,Super Combined,Gold
2010,Vancouver,Skiing,Alpine Skiing, Julia mancuso,USA,Women,Super Combined,Silver
2010,Vancouver,Skiing,Alpine Skiing, Lindsey vonn,USA,Women,Super-G,Bronze
2010,Vancouver,Skiing,Alpine Skiing, Andrea fischbacher,Austria,Women,Super-G,Gold
2010,Vancouver,Skiing,Alpine Skiing, Tina maze,Slovenia,Women,Super-G,Silver
2010,Vancouver,Skiing,Cross Country Skiing, Marit bjoergen,Norway,Women,10KM,Bronze
2010,Vancouver,Skiing,Cross Country Skiing, Charlotte kalla,Sweden,Women,10KM,Gold
2010,Vancouver,Skiing,Cross Country Skiing, Kristina smigun-vaehi,Estonia,Women,10KM,Silver
2010,Vancouver,Skiing,Cross Country Skiing, Aino-Kaisa saarinen,Finland,Women,30KM,Bronze
2010,Vancouver,Skiing,Cross Country Skiing, Justyna kowalczyk,Poland,Women,30KM,Gold
2010,Vancouver,Skiing,Cross Country Skiing, Marit bjoergen,Norway,Women,30KM,Silver
2010,Vancouver,Skiing,Cross Country Skiing, Virpi kuitunen,Finland,Women,4X5KM Relay,Bronze
2010,Vancouver,Skiing,Cross Country Skiing, Pirjo muranen,Finland,Women,4X5KM Relay,Bronze
2010,Vancouver,Skiing,Cross Country Skiing, Riitta-Liisa roponen,Finland,Women,4X5KM Relay,Bronze
2010,Vancouver,Skiing,Cross Country Skiing, Aino-Kaisa saarinen,Finland,Women,4X5KM Relay,Bronze
2010,Vancouver,Skiing,Cross Country Skiing, Marit bjoergen,Norway,Women,4X5KM Relay,Gold
2010,Vancouver,Skiing,Cross Country Skiing, Therese johaug,Norway,Women,4X5KM Relay,Gold
2010,Vancouver,Skiing,Cross Country Skiing, Vibeke W skofterud,Norway,Women,4X5KM Relay,Gold
2010,Vancouver,Skiing,Cross Country Skiing, Kristin Stoermer steira,Norway,Women,4X5KM Relay,Gold
2010,Vancouver,Skiing,Cross Country Skiing, Miriam gossner,Germany,Women,4X5KM Relay,Silver
2010,Vancouver,Skiing,Cross Country Skiing, Claudia nystad,Germany,Women,4X5KM Relay,Silver
2010,Vancouver,Skiing,Cross Country Skiing, Evi sachenbacher-stehle,Germany,Women,4X5KM Relay,Silver
2010,Vancouver,Skiing,Cross Country Skiing, Katrin zeller,Germany,Women,4X5KM Relay,Silver
2010,Vancouver,Skiing,Cross Country Skiing, Justyna kowalczyk,Poland,Women,Combined 7.5 + 7.5Km Mass Start,Bronze
2010,Vancouver,Skiing,Cross Country Skiing, Marit bjoergen,Norway,Women,Combined 7.5 + 7.5Km Mass Start,Gold
2010,Vancouver,Skiing,Cross Country Skiing, Anna haag,Sweden,Women,Combined 7.5 + 7.5Km Mass Start,Silver
2010,Vancouver,Skiing,Cross Country Skiing, Petra majdic,Slovenia,Women,Sprint 1.5KM,Bronze
2010,Vancouver,Skiing,Cross Country Skiing, Marit bjoergen,Norway,Women,Sprint 1.5KM,Gold
2010,Vancouver,Skiing,Cross Country Skiing, Justyna kowalczyk,Poland,Women,Sprint 1.5KM,Silver
2010,Vancouver,Skiing,Cross Country Skiing, Irina khazova,Russia,Women,Team Sprint,Bronze
2010,Vancouver,Skiing,Cross Country Skiing, Natalia korosteleva,Russia,Women,Team Sprint,Bronze
2010,Vancouver,Skiing,Cross Country Skiing, Claudia nystad,Germany,Women,Team Sprint,Gold
2010,Vancouver,Skiing,Cross Country Skiing, Evi sachenbacher-stehle,Germany,Women,Team Sprint,Gold
2010,Vancouver,Skiing,Cross Country Skiing, Anna haag,Sweden,Women,Team Sprint,Silver
2010,Vancouver,Skiing,Cross Country Skiing, Charlotte kalla,Sweden,Women,Team Sprint,Silver
2010,Vancouver,Skiing,Freestyle Skiing, Xinxin guo,China,Women,Aerials,Bronze
2010,Vancouver,Skiing,Freestyle Skiing, Lydia lassila,Australia,Women,Aerials,Gold
2010,Vancouver,Skiing,Freestyle Skiing, Nina li,China,Women,Aerials,Silver
2010,Vancouver,Skiing,Freestyle Skiing, Shannon bahrke,USA,Women,Moguls,Bronze
2010,Vancouver,Skiing,Freestyle Skiing, Hannah kearney,USA,Women,Moguls,Gold
2010,Vancouver,Skiing,Freestyle Skiing, Jennifer heil,Canada,Women,Moguls,Silver
2010,Vancouver,Skiing,Freestyle Skiing, Marion josserand,France,Women,Ski Cross,Bronze
2010,Vancouver,Skiing,Freestyle Skiing, Ashleigh mcivor,Canada,Women,Ski Cross,Gold
2010,Vancouver,Skiing,Freestyle Skiing, Hedda berntsen,Norway,Women,Ski Cross,Silver
2010,Vancouver,Skiing,Snowboard, Marion kreiner,Austria,Women,Giant Parallel Slalom,Bronze
2010,Vancouver,Skiing,Snowboard, Nicolien sauerbreij,Netherlands,Women,Giant Parallel Slalom,Gold
2010,Vancouver,Skiing,Snowboard, Ekaterina ilyukhina,Russia,Women,Giant Parallel Slalom,Silver
2010,Vancouver,Skiing,Snowboard, Kelly clark,USA,Women,Half-Pipe,Bronze
2010,Vancouver,Skiing,Snowboard, Torah bright,Australia,Women,Half-Pipe,Gold
2010,Vancouver,Skiing,Snowboard, Hannah teter,USA,Women,Half-Pipe,Silver
2010,Vancouver,Skiing,Snowboard, Olivia nobs,Switzerland,Women,Snowboard Cross,Bronze
2010,Vancouver,Skiing,Snowboard, Maelle ricker,Canada,Women,Snowboard Cross,Gold
2010,Vancouver,Skiing,Snowboard, Deborah anthonioz,France,Women,Snowboard Cross,Silver
2014,Sochi,Biathlon,Biathlon, Darya domracheva,Belarus,Women,10KM Pursuit,Gold
2014,Sochi,Biathlon,Biathlon, Tora berger,Norway,Women,10KM Pursuit,Silver
2014,Sochi,Biathlon,Biathlon, Teja gregorin,Slovenia,Women,10KM Pursuit,Bronze
2014,Sochi,Biathlon,Biathlon, Darya domracheva,Belarus,Women,12.5KM Mass Start,Gold
2014,Sochi,Biathlon,Biathlon, Gabriela soukalova,Czech Republic,Women,12.5KM Mass Start,Silver
2014,Sochi,Biathlon,Biathlon, Tiril eckhoff,Norway,Women,12.5KM Mass Start,Bronze
2014,Sochi,Biathlon,Biathlon, Darya domracheva,Belarus,Women,15KM,Gold
2014,Sochi,Biathlon,Biathlon, Nadezhda skardino,Belarus,Women,15KM,Bronze
2014,Sochi,Biathlon,Biathlon, Selina gasparin,Switzerland,Women,15KM,Silver
2014,Sochi,Biathlon,Biathlon, Tora berger,Norway,Women,4X6KM Relay,Bronze
2014,Sochi,Biathlon,Biathlon, Tiril eckhoff,Norway,Women,4X6KM Relay,Bronze
2014,Sochi,Biathlon,Biathlon, Ann Kristin Aafedt flatland,Norway,Women,4X6KM Relay,Bronze
2014,Sochi,Biathlon,Biathlon, Fanny Welle-Strand horn,Norway,Women,4X6KM Relay,Bronze
2014,Sochi,Biathlon,Biathlon, Yana romanova,Russia,Women,4X6KM Relay,Silver
2014,Sochi,Biathlon,Biathlon, Ekaterina shumilova,Russia,Women,4X6KM Relay,Silver
2014,Sochi,Biathlon,Biathlon, Olga vilukhina,Russia,Women,4X6KM Relay,Silver
2014,Sochi,Biathlon,Biathlon, Olga zaitseva,Russia,Women,4X6KM Relay,Silver
2014,Sochi,Biathlon,Biathlon, Juliya dzhyma,Ukraine,Women,4X6KM Relay,Gold
2014,Sochi,Biathlon,Biathlon, Olena pidhrushna,Ukraine,Women,4X6KM Relay,Gold
2014,Sochi,Biathlon,Biathlon, Valj semerenko,Ukraine,Women,4X6KM Relay,Gold
2014,Sochi,Biathlon,Biathlon, Vita semerenko,Ukraine,Women,4X6KM Relay,Gold
2014,Sochi,Biathlon,Biathlon, Olga vilukhina,Russia,Women,7.5KM,Silver
2014,Sochi,Biathlon,Biathlon, Anastazia kuzmina,Slovakia,Women,7.5KM,Gold
2014,Sochi,Biathlon,Biathlon, Vita semerenko,Ukraine,Women,7.5KM,Bronze
2014,Sochi,Biathlon,Biathlon, Gabriela soukalova,Czech Republic,Women,Relay Mix,Silver
2014,Sochi,Biathlon,Biathlon, Veronika vitkova,Czech Republic,Women,Relay Mix,Silver
2014,Sochi,Biathlon,Biathlon, Karin oberhofer,Italy,Women,Relay Mix,Bronze
2014,Sochi,Biathlon,Biathlon, Dorothea wierer,Italy,Women,Relay Mix,Bronze
2014,Sochi,Biathlon,Biathlon, Tora berger,Norway,Women,Relay Mix,Gold
2014,Sochi,Biathlon,Biathlon, Tiril eckhoff,Norway,Women,Relay Mix,Gold
2014,Sochi,Bobsleigh,Bobsleigh, Kaillie humphries,Canada,Women,Two-Woman,Gold
2014,Sochi,Bobsleigh,Bobsleigh, Heather moyse,Canada,Women,Two-Woman,Gold
2014,Sochi,Bobsleigh,Bobsleigh, Aja evans,USA,Women,Two-Woman,Bronze
2014,Sochi,Bobsleigh,Bobsleigh, Jamie greubel,USA,Women,Two-Woman,Bronze
2014,Sochi,Bobsleigh,Bobsleigh, Elana meyers,USA,Women,Two-Woman,Silver
2014,Sochi,Bobsleigh,Bobsleigh, Lauryn williams,USA,Women,Two-Woman,Silver
2014,Sochi,Bobsleigh,Skeleton, Elizabeth yarnold,UK,Women,Individual,Gold
2014,Sochi,Bobsleigh,Skeleton, Elena nikitina,Russia,Women,Individual,Bronze
2014,Sochi,Bobsleigh,Skeleton, Noelle pikus-pace,USA,Women,Individual,Silver
2014,Sochi,Curling,Curling, Jennifer jones,Canada,Women,Curling,Gold
2014,Sochi,Curling,Curling, Kaitlyn lawes,Canada,Women,Curling,Gold
2014,Sochi,Curling,Curling, Dawn mcewen,Canada,Women,Curling,Gold
2014,Sochi,Curling,Curling, Jill officer,Canada,Women,Curling,Gold
2014,Sochi,Curling,Curling, Kirsten wall,Canada,Women,Curling,Gold
2014,Sochi,Curling,Curling, Vicki adams,UK,Women,Curling,Bronze
2014,Sochi,Curling,Curling, Lauren gray,UK,Women,Curling,Bronze
2014,Sochi,Curling,Curling, Claire hamilton,UK,Women,Curling,Bronze
2014,Sochi,Curling,Curling, Eve muirhead,UK,Women,Curling,Bronze
2014,Sochi,Curling,Curling, Anna sloan,UK,Women,Curling,Bronze
2014,Sochi,Curling,Curling, Christina bertrup,Sweden,Women,Curling,Silver
2014,Sochi,Curling,Curling, Agnes knochenhauer,Sweden,Women,Curling,Silver
2014,Sochi,Curling,Curling, Maria prytz,Sweden,Women,Curling,Silver
2014,Sochi,Curling,Curling, Margaretha sigfridsson,Sweden,Women,Curling,Silver
2014,Sochi,Curling,Curling, Maria wennerstroem,Sweden,Women,Curling,Silver
2014,Sochi,Ice Hockey,Ice Hockey, Meghan agosta,Canada,Women,Ice Hockey,Gold
2014,Sochi,Ice Hockey,Ice Hockey, Gillian apps,Canada,Women,Ice Hockey,Gold
2014,Sochi,Ice Hockey,Ice Hockey, Melodie daoust,Canada,Women,Ice Hockey,Gold
2014,Sochi,Ice Hockey,Ice Hockey, Laura fortino,Canada,Women,Ice Hockey,Gold
2014,Sochi,Ice Hockey,Ice Hockey, Jayna hefford,Canada,Women,Ice Hockey,Gold
2014,Sochi,Ice Hockey,Ice Hockey, Haley irwin,Canada,Women,Ice Hockey,Gold
2014,Sochi,Ice Hockey,Ice Hockey, Brianne jenner,Canada,Women,Ice Hockey,Gold
2014,Sochi,Ice Hockey,Ice Hockey, Rebecca johnston,Canada,Women,Ice Hockey,Gold
2014,Sochi,Ice Hockey,Ice Hockey, Charline labonte,Canada,Women,Ice Hockey,Gold
2014,Sochi,Ice Hockey,Ice Hockey, Genevieve lacasse,Canada,Women,Ice Hockey,Gold
2014,Sochi,Ice Hockey,Ice Hockey, Jocelyne larocque,Canada,Women,Ice Hockey,Gold
2014,Sochi,Ice Hockey,Ice Hockey, Meaghan mikkelson,Canada,Women,Ice Hockey,Gold
2014,Sochi,Ice Hockey,Ice Hockey, Caroline ouellette,Canada,Women,Ice Hockey,Gold
2014,Sochi,Ice Hockey,Ice Hockey, Marie-Philip poulin,Canada,Women,Ice Hockey,Gold
2014,Sochi,Ice Hockey,Ice Hockey, Lauriane rougeau,Canada,Women,Ice Hockey,Gold
2014,Sochi,Ice Hockey,Ice Hockey, Natalie spooner,Canada,Women,Ice Hockey,Gold
2014,Sochi,Ice Hockey,Ice Hockey, Shannon szabados,Canada,Women,Ice Hockey,Gold
2014,Sochi,Ice Hockey,Ice Hockey, Jennifer wakefield,Canada,Women,Ice Hockey,Gold
2014,Sochi,Ice Hockey,Ice Hockey, Catherine ward,Canada,Women,Ice Hockey,Gold
2014,Sochi,Ice Hockey,Ice Hockey, Tara watchorn,Canada,Women,Ice Hockey,Gold
2014,Sochi,Ice Hockey,Ice Hockey, Hayley wickenheiser,Canada,Women,Ice Hockey,Gold
2014,Sochi,Ice Hockey,Ice Hockey, Janine alder,Switzerland,Women,Ice Hockey,Bronze
2014,Sochi,Ice Hockey,Ice Hockey, Livia altmann,Switzerland,Women,Ice Hockey,Bronze
2014,Sochi,Ice Hockey,Ice Hockey, Sophie anthamatten,Switzerland,Women,Ice Hockey,Bronze
